id,name,industry,sector,subsector,revenue,revenue_numeric,employees,headquarters,country,region,founded,ceo,website,description,products,services,market_cap,stock_exchange,ticker,subsidiaries,locations,certifications,sustainability_score,innovation_index,digital_maturity,source,scraped_date
north_america_035,Infrastructure Telecommunications Projects Corp.,Telecommunications,Infrastructure,Fiber Optics,$1.4B,1.4197640938863187,2766,"Monterrey, Mexico",Mexico,North America,1969,Michael Davis,www.infrastructuretelecommunicationsprojectscorp.com,"Founded as a pioneer in telecommunications, Infrastructure Telecommunications Projects Corp. has evolved into a comprehensive fiber optics company with operations worldwide.",Components; Industrial Equipment; Systems,Consulting; Professional Services; Technical Support,$2.8B,BMV,INTE,Infrastructure Europe; Infrastructure International; Infrastructure Solutions; Infrastructure Americas; Infrastructure Americas,"Mexico City, Mexico; Peru, Peru; Essen, Germany; Amsterdam, Netherlands; Chile, Chile; Israel, Israel",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.576133849267327,0.7036953940794952,0.5670602763750756,Industrial Company Database,2025-09-13T22:22:28.580450
north_america_036,Global Systems,Pharmaceuticals,Manufacturing,Generic Drugs,$1.8B,1.8194623930485727,3566,"Ottawa, Canada",Canada,North America,1968,James Smith,www.globalsystems.com,"Global Systems specializes in generic drugs and related technologies, delivering cutting-edge solutions to industrial customers globally.",Prescription Drugs; Medical Devices; Vaccines; Biologics,Clinical Services; Manufacturing Services; Regulatory Support; Distribution; R&D Partnerships,$6.6B,TSX,GLSY,Global Technologies; Global Europe; Global Americas,"Ottawa, Canada; Peru, Peru; Puebla, Mexico; Abu Dhabi, UAE; Barcelona, Spain; Hangzhou, China; Israel, Israel",WHO Prequalified; EMA Certified; FDA Approved; ISO 45001:2018; GMP Certified; ISO 14001:2015,0.9231555370712888,0.47309153254770564,0.609718802528967,Industrial Company Database,2025-09-13T22:22:28.580489
north_america_037,Eco Technologies,Utilities,Energy,Waste Management,$16.1B,16.127612356827758,22713,"New York, United States",United States,North America,1938,Linda Miller,www.ecotechnologies.com,"Eco Technologies operates as a diversified utilities company, with core expertise in waste management and a strong global presence.",Components; Systems; Industrial Equipment,Consulting; Professional Services; Technical Support,$49.1B,NYSE/NASDAQ,ETE,Eco Americas; Eco Europe,"Philadelphia, United States; Vietnam, Vietnam; Florence, Italy; Rosario, Argentina; Basel, Switzerland; Monterrey, Mexico; Adelaide, Australia; Vancouver, Canada; Toulouse, France",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.5072778704407399,0.3591627706300503,0.741547759556506,Industrial Company Database,2025-09-13T22:22:28.580529
north_america_038,Omega Power,Nuclear,Energy,Nuclear Technology,$19.4B,19.39850593247848,63751,"Tijuana, Mexico",Mexico,North America,1943,William Wilson,www.omegapower.com,"Omega Power specializes in nuclear technology and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Components; Systems,Consulting; Professional Services,$61.1B,BMV,OMPO,Omega Solutions; Omega Americas; Omega Technologies; Omega Technologies,"Puebla, Mexico; Austria, Austria; Morocco, Morocco; Venezuela, Venezuela; Rosario, Argentina; Indonesia, Indonesia; Melbourne, Australia; Singapore, Singapore; Qatar, Qatar; Mecca, Saudi Arabia; Sharjah, UAE; Pretoria, South Africa; Chile, Chile; Turkey, Turkey; Vietnam, Vietnam; Egypt, Egypt",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.6508282811142632,0.20144117640045847,0.4265825299269559,Industrial Company Database,2025-09-13T22:22:28.580588
north_america_039,Construct Logistics Group,Logistics,Infrastructure,Third-Party Logistics,$1.4B,1.4028766540300055,3618,"Guadalajara, Mexico",Mexico,North America,1913,Patricia Williams,www.constructlogisticsgroup.com,"Construct Logistics Group specializes in third-party logistics and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Components; Systems,Professional Services; Training; Consulting,$5.5B,BMV,COLO,Construct Technologies; Construct Services; Construct Services; Construct Technologies,"Tijuana, Mexico; Shanghai, China",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.74875171122508,0.847462880016074,0.4153406634299005,Industrial Company Database,2025-09-13T22:22:28.580628
north_america_040,Engineering Engineering Inc.,Telecommunications,Infrastructure,Fiber Optics,$1.9B,1.941147629412796,5155,"San Jose, United States",United States,North America,1901,Linda Miller,www.engineeringengineeringinc.com,"Engineering Engineering Inc. is a leading global provider of fiber optics solutions, serving customers across multiple industries with innovative products and services.",Systems; Components; Industrial Equipment,Consulting; Training; Professional Services,$6.0B,NYSE/NASDAQ,ENEN,Engineering Europe; Engineering Services; Engineering Technologies; Engineering International,"Seattle, United States; Thailand, Thailand; Singapore, Singapore; Stavanger, Norway; Uppsala, Sweden",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.4032792999409718,0.7462601799297477,0.35544791606117965,Industrial Company Database,2025-09-13T22:22:28.580666
north_america_041,Beta Energy,Oil & Gas,Energy,Upstream Operations,$1.6B,1.637419043910017,1637,"Dallas, United States",United States,North America,1921,Linda Miller,www.betaenergy.com,"Founded as a pioneer in oil & gas, Beta Energy has evolved into a comprehensive upstream operations company with operations worldwide.",Natural Gas; Lubricants; Petrochemicals; Pipeline Systems,Exploration Services; Drilling Services; Technical Consulting; Transportation,$4.6B,NYSE/NASDAQ,BEEN,Beta Americas; Beta International,"Phoenix, United States; Morocco, Morocco; Shenzhen, China; Peru, Peru; Puebla, Mexico",ISO 29001; ISO 9001:2015; ATEX Certified; API Standards; ISO 14001:2015,0.4637852142053681,0.9204756783768338,0.9185242735846115,Industrial Company Database,2025-09-13T22:22:28.580700
north_america_042,Intelligent Solutions,Hardware,Technology,Industrial Computers,$17.6B,17.643377522866786,44514,"Tijuana, Mexico",Mexico,North America,1935,Jennifer Brown,www.intelligentsolutions.com,"Intelligent Solutions specializes in industrial computers and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Components; Systems,Technical Support; Training,$56.2B,BMV,INSO,Intelligent Americas,"Guadalajara, Mexico; Hamburg, Germany; Eindhoven, Netherlands; Leeds, United Kingdom; Madrid, Spain",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.6821287434438861,0.417530956062467,0.8048255055116134,Industrial Company Database,2025-09-13T22:22:28.580731
north_america_043,Alpha Development,Transportation,Infrastructure,Urban Transport,$13.6B,13.560243854790755,43172,"Vancouver, Canada",Canada,North America,1987,James Smith,www.alphadevelopment.com,"Alpha Development operates as a diversified transportation company, with core expertise in urban transport and a strong global presence.",Industrial Equipment; Systems; Components,Consulting; Technical Support; Training,$53.7B,TSX,ALDE,Alpha Technologies; Alpha Solutions; Alpha Asia; Alpha Solutions,"Calgary, Canada; Wuhan, China; Eindhoven, Netherlands; Turkey, Turkey; Melbourne, Australia; Qatar, Qatar; Essen, Germany; Buenos Aires, Argentina; Guadalajara, Mexico",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.8186478103278033,0.31312492152841,0.7782176671736891,Industrial Company Database,2025-09-13T22:22:28.580777
north_america_044,Construct Development,Transportation,Infrastructure,Maritime Infrastructure,$12.9B,12.895063625914334,39380,"Puebla, Mexico",Mexico,North America,2007,William Wilson,www.constructdevelopment.com,"As a major player in the transportation sector, Construct Development focuses on maritime infrastructure with a commitment to innovation and sustainability.",Industrial Equipment; Components; Systems,Training; Professional Services; Consulting,$48.7B,BMV,CODE,Construct Services; Construct Solutions; Construct Services; Construct Technologies,"Puebla, Mexico; Nice, France; Cape Town, South Africa; Belgium, Belgium; Chennai, India; Los Angeles, United States; Bergen, Norway; Seoul, South Korea; Barcelona, Spain",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.7597035344959916,0.47162166312316794,0.787240422594919,Industrial Company Database,2025-09-13T22:22:28.580822
north_america_045,Advanced Systems Corp.,Metals,Manufacturing,Copper,$26.2B,26.245022122034882,69376,"San Diego, United States",United States,North America,1923,Jennifer Brown,www.advancedsystemscorp.com,"Advanced Systems Corp. is a leading global provider of copper solutions, serving customers across multiple industries with innovative products and services.",Systems; Industrial Equipment; Components,Consulting; Technical Support; Professional Services,$51.6B,NYSE/NASDAQ,ADSY,Advanced Europe; Advanced Europe,"San Diego, United States; Egypt, Egypt; Vietnam, Vietnam; Ecuador, Ecuador; Ottawa, Canada; Dubai, UAE; Copenhagen, Denmark; Berlin, Germany; Philippines, Philippines; Marseille, France; Peru, Peru",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.6588219382613456,0.6275292133063308,0.919499622773079,Industrial Company Database,2025-09-13T22:22:28.580868
north_america_046,Advanced Manufacturing,Metals,Manufacturing,Precious Metals,$83.1B,83.0951661273782,209570,"San Antonio, United States",United States,North America,1992,Michael Davis,www.advancedmanufacturing.com,"Founded as a pioneer in metals, Advanced Manufacturing has evolved into a comprehensive precious metals company with operations worldwide.",Industrial Equipment; Systems; Components,Professional Services; Technical Support; Consulting; Training,$296.0B,NYSE/NASDAQ,ADMA,Advanced Americas; Advanced International,"San Antonio, United States; Fortaleza, Brazil; Sharjah, UAE; Colombia, Colombia; Belgium, Belgium; Toulouse, France; Ecuador, Ecuador; Thailand, Thailand; Rotterdam, Netherlands; Tainan, Taiwan; Venezuela, Venezuela; Indonesia, Indonesia; Brisbane, Australia",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.7338531392975225,0.5740819145204119,0.6107841448972786,Industrial Company Database,2025-09-13T22:22:28.580916
north_america_047,Delta Solutions,Aerospace & Defense,Manufacturing,Military Aircraft,$25.7B,25.65396870941847,52769,"Mexico City, Mexico",Mexico,North America,1955,James Smith,www.deltasolutions.com,"Delta Solutions operates as a diversified aerospace & defense company, with core expertise in military aircraft and a strong global presence.",Aircraft Engines; Radar Systems; Aircraft; Satellites; Avionics Systems; Defense Systems,Consulting Services; Maintenance Services; Training Programs; Technical Support,$74.8B,BMV,DESO,Delta Americas; Delta Services; Delta Solutions,"Monterrey, Mexico; Dallas, United States; Venezuela, Venezuela; Manchester, United Kingdom; Belgium, Belgium; Nigeria, Nigeria; Yokohama, Japan; Colombia, Colombia; Trondheim, Norway; Austria, Austria; Lausanne, Switzerland; Amsterdam, Netherlands; Malaysia, Malaysia; Thailand, Thailand; Durban, South Africa; Riyadh, Saudi Arabia; Abu Dhabi, UAE; Vancouver, Canada; Ecuador, Ecuador; Qatar, Qatar; Zaragoza, Spain; Egypt, Egypt; Cologne, Germany; Gothenburg, Sweden",ISO 45001:2018; DO-178C; EASA Approval; FAA Certification; ISO 14001:2015,0.12011356967378801,0.9623992530432108,0.32666651015224357,Industrial Company Database,2025-09-13T22:22:28.580990
north_america_048,Textiles Technologies LLC,Textiles,Manufacturing,Apparel Manufacturing,$21.0B,20.950244925882675,62694,"San Diego, United States",United States,North America,1933,Patricia Williams,www.textilestechnologiesllc.com,"As a major player in the textiles sector, Textiles Technologies LLC focuses on apparel manufacturing with a commitment to innovation and sustainability.",Components; Industrial Equipment; Systems,Technical Support; Professional Services; Training; Consulting,$61.8B,NYSE/NASDAQ,TETE,Textiles Services; Textiles Asia,"Chicago, United States; Mecca, Saudi Arabia; Indonesia, Indonesia; Peru, Peru; Turkey, Turkey; Stockholm, Sweden; Israel, Israel; Nigeria, Nigeria; Chile, Chile; Copenhagen, Denmark; Egypt, Egypt; Thailand, Thailand; Sharjah, UAE; Florence, Italy; Hamburg, Germany; Edmonton, Canada; Delhi, India; Brisbane, Australia",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.892778201255136,0.57261535462447,0.5223443230533523,Industrial Company Database,2025-09-13T22:22:28.581052
north_america_049,Global Engineering,Logistics,Infrastructure,Warehousing,$82.5B,82.4950047797225,169908,"Vancouver, Canada",Canada,North America,1921,Linda Miller,www.globalengineering.com,"Global Engineering is a leading global provider of warehousing solutions, serving customers across multiple industries with innovative products and services.",Components; Systems; Industrial Equipment,Technical Support; Training,$245.9B,TSX,GLEN,Global Europe,"Toronto, Canada; Rio de Janeiro, Brazil; Tainan, Taiwan; Turkey, Turkey; Daegu, South Korea; Israel, Israel; Morocco, Morocco; Belgium, Belgium",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.9205283066185362,0.31375841407415084,0.4009666773713228,Industrial Company Database,2025-09-13T22:22:28.581090
north_america_050,Beta Group,Real Estate,Infrastructure,Commercial Development,$1.3B,1.3390808844947446,2582,"Mexico City, Mexico",Mexico,North America,1975,James Smith,www.betagroup.com,"Beta Group is a leading global provider of commercial development solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Components; Systems,Training; Technical Support,$2.9B,BMV,BEGR,Beta Technologies; Beta Americas; Beta International,"Guadalajara, Mexico; Philippines, Philippines; Naples, Italy",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.697568400575703,0.45060673572210336,0.44050578605012836,Industrial Company Database,2025-09-13T22:22:28.581119
north_america_051,Software Solutions LLC,Software,Technology,Manufacturing Execution,$13.0B,12.97054210588118,47855,"Los Angeles, United States",United States,North America,1990,Linda Miller,www.softwaresolutionsllc.com,"Founded as a pioneer in software, Software Solutions LLC has evolved into a comprehensive manufacturing execution company with operations worldwide.",Manufacturing Execution Systems; Industrial IoT Platforms; ERP Solutions; Enterprise Software,Cloud Services; Training Programs,$42.0B,NYSE/NASDAQ,SOSO,Software Europe; Software Solutions; Software International; Software Americas,"Houston, United States; Philippines, Philippines; Strasbourg, France; Indonesia, Indonesia; Jeddah, Saudi Arabia; Buenos Aires, Argentina",GDPR Compliant; ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.3622655312894779,0.9569181153914927,0.39113454673809356,Industrial Company Database,2025-09-13T22:22:28.581155
